t,hour,acc,acc_true,T_deck,T_air,wind,turbulence,traffic_rate,exc_rms,damage,regime,f1,f2,a1,a2,a3,a4
1646.35,54.87833,0.1421302,0.1421441,2.628132,3.239815,3.025161,0.2286381,905.5287,0.3370643,0,0,2.046759,6.09298,0.9379727,-0.8809483,0.8334888,-0.908594
1646.4,54.88,0.07896239,0.07843795,2.628647,3.241457,3.027909,0.2306482,906.8191,0.3396213,0,0,2.046754,6.09297,0.9379804,-0.8809562,0.8334964,-0.9085942
1646.45,54.88167,-0.03235508,-0.03223401,2.629162,3.2431,3.030656,0.2326584,908.1096,0.3398754,0,0,2.046749,6.09296,0.937988,-0.880964,0.8335039,-0.9085943
1646.5,54.88333,-0.04826804,-0.04837313,2.629676,3.244742,3.033404,0.2346685,909.4,0.341086,0,0,2.046744,6.09295,0.9379957,-0.8809719,0.8335115,-0.9085945
1646.55,54.885,-0.1123601,-0.112521,2.630173,3.24303,3.021301,0.2339546,910.6918,0.3477846,0,0,2.046739,6.092941,0.938003,-0.8809794,0.8335187,-0.9085947
1646.6,54.88667,-0.1342903,-0.1347485,2.630669,3.241317,3.009198,0.2332406,911.9835,0.3654894,0,0,2.046734,6.092931,0.9380104,-0.880987,0.833526,-0.9085948
1646.65,54.88833,-0.005021784,-0.004646917,2.631165,3.239605,2.997095,0.2325267,913.2753,0.3957071,0,0,2.046729,6.092922,0.9380178,-0.8809945,0.8335333,-0.908595
1646.7,54.89,0.04610955,0.04622052,2.631661,3.237892,2.984992,0.2318127,914.567,0.4395489,0,0,2.046724,6.092912,0.9380251,-0.8810021,0.8335405,-0.9085951
1646.75,54.89167,0.0430393,0.04243805,2.632157,3.23618,2.972889,0.2310988,915.8588,0.4958935,0,0,2.046719,6.092902,0.9380325,-0.8810096,0.8335478,-0.9085953
1646.8,54.89333,0.1191891,0.1199176,2.632654,3.234468,2.960787,0.2303849,917.1505,0.5640489,0,0,2.046714,6.092893,0.9380398,-0.8810172,0.8335551,-0.9085954
1646.85,54.895,0.1242089,0.1242887,2.63315,3.232755,2.948684,0.2296709,918.4423,0.6390045,0,0,2.046709,6.092883,0.9380472,-0.8810247,0.8335623,-0.9085956
1646.9,54.89667,0.005880519,0.005245155,2.633646,3.231043,2.936581,0.228957,919.734,0.7130934,0,0,2.046703,6.092873,0.9380545,-0.8810322,0.8335696,-0.9085957
1646.95,54.89833,-0.03725477,-0.03794564,2.634142,3.22933,2.924478,0.2282431,921.0258,0.781701,0,0,2.046698,6.092864,0.9380619,-0.8810398,0.8335768,-0.9085959
1647,54.9,-0.03803713,-0.03842917,2.634638,3.227618,2.912375,0.2275291,922.3175,0.8407998,0,0,2.046693,6.092854,0.9380692,-0.8810473,0.8335841,-0.908596
1647.05,54.90167,-0.117127,-0.1166794,2.635048,3.217652,2.919446,0.2232869,923.6097,0.8873846,0,0,2.046689,6.092846,0.9380753,-0.8810535,0.83359,-0.9085962
1647.1,54.90333,-0.0994913,-0.0993843,2.635457,3.207686,2.926516,0.2190447,924.9019,0.92503,0,0,2.046685,6.092838,0.9380813,-0.8810597,0.833596,-0.9085963
1647.15,54.905,0.02282507,0.02310306,2.635867,3.19772,2.933587,0.2148025,926.1941,0.9500857,0,0,2.046681,6.09283,0.9380874,-0.881066,0.833602,-0.9085964
1647.2,54.90667,0.04772671,0.04746999,2.636276,3.187755,2.940658,0.2105603,927.4863,0.9641053,0,0,2.046677,6.092822,0.9380935,-0.8810722,0.833608,-0.9085965
1647.25,54.90833,0.05818695,0.05787347,2.636685,3.177789,2.947729,0.2063181,928.7785,0.9713978,0,0,2.046673,6.092815,0.9380995,-0.8810784,0.8336139,-0.9085967
1647.3,54.91,0.1346075,0.1342339,2.637095,3.167823,2.954799,0.2020758,930.0707,0.9734578,0,0,2.046669,6.092807,0.9381056,-0.8810846,0.8336199,-0.9085968
1647.35,54.91167,0.08628834,0.08640929,2.637504,3.157857,2.96187,0.1978336,931.3629,0.973455,0,0,2.046664,6.092799,0.9381116,-0.8810908,0.8336259,-0.9085969
1647.4,54.91333,-0.02515946,-0.02501191,2.637914,3.147891,2.968941,0.1935914,932.6551,0.9732497,0,0,2.04666,6.092791,0.9381177,-0.881097,0.8336319,-0.908597
1647.45,54.915,-0.03725325,-0.03842134,2.638323,3.137926,2.976011,0.1893492,933.9473,0.9729551,0,0,2.046656,6.092783,0.9381237,-0.8811032,0.8336378,-0.9085972
1647.5,54.91667,-0.06718758,-0.06753122,2.638732,3.12796,2.983082,0.185107,935.2395,0.9726527,0,0,2.046652,6.092775,0.9381297,-0.8811094,0.8336438,-0.9085973
1647.55,54.91833,-0.1327646,-0.1323305,2.639085,3.121541,2.97701,0.1834355,936.5317,0.9723793,0,0,2.046648,6.092768,0.938135,-0.8811147,0.8336489,-0.9085974
1647.6,54.92,-0.08934085,-0.08908662,2.639438,3.115123,2.970937,0.181764,937.8239,0.9722263,0,0,2.046645,6.092761,0.9381402,-0.8811201,0.8336541,-0.9085975
1647.65,54.92167,0.01968648,0.01976405,2.639791,3.108704,2.964865,0.1800925,939.1161,0.972182,0,0,2.046641,6.092755,0.9381454,-0.8811254,0.8336592,-0.9085976
1647.7,54.92333,0.02207686,0.02131223,2.640143,3.102285,2.958792,0.1784209,940.4083,0.972178,0,0,2.046638,6.092748,0.9381506,-0.8811308,0.8336643,-0.9085977
1647.75,54.925,0.05903266,0.05937339,2.640496,3.095867,2.952719,0.1767494,941.7006,0.9721141,0,0,2.046634,6.092741,0.9381558,-0.8811361,0.8336695,-0.9085978
1647.8,54.92667,0.1270696,0.1271247,2.640849,3.089448,2.946647,0.1750779,942.9928,0.9718487,0,0,2.046631,6.092734,0.938161,-0.8811414,0.8336746,-0.9085979
1647.85,54.92833,0.05965667,0.0603031,2.641202,3.08303,2.940574,0.1734064,944.285,0.9711178,0,0,2.046627,6.092727,0.9381662,-0.8811468,0.8336797,-0.908598
1647.9,54.93,-0.01856086,-0.01929761,2.641554,3.076611,2.934502,0.1717349,945.5772,0.9696434,0,0,2.046624,6.092721,0.9381714,-0.8811521,0.8336849,-0.9085982
1647.95,54.93167,-0.1217301,-0.1217368,2.641907,3.070192,2.928429,0.1700634,946.8695,0.9674159,0,0,2.04662,6.092714,0.9381766,-0.8811574,0.83369,-0.9085983
1648,54.93333,0.02568422,0.02610197,2.64226,3.063774,2.922357,0.1683919,948.1617,0.9642434,0,0,2.046616,6.092707,0.9381818,-0.8811628,0.8336951,-0.9085984
1648.05,54.935,0.2757236,0.2759641,2.6426,3.062684,2.926404,0.16914,949.4536,0.9605784,0,0,2.046613,6.0927,0.9381868,-0.8811679,0.8337001,-0.9085985
1648.1,54.93667,0.1032721,0.1035998,2.642941,3.061594,2.93045,0.1698881,950.7454,0.9565521,0,0,2.04661,6.092694,0.9381918,-0.8811731,0.833705,-0.9085986
1648.15,54.93833,0.007859855,0.0083433,2.643282,3.060504,2.934497,0.1706362,952.0373,0.9527882,0,0,2.046606,6.092687,0.9381968,-0.8811782,0.83371,-0.9085987
1648.2,54.94,0.1018012,0.1016768,2.643623,3.059415,2.938544,0.1713844,953.3292,0.9493128,0,0,2.046603,6.092681,0.9382018,-0.8811834,0.8337149,-0.9085988
1648.25,54.94167,-0.08555398,-0.08456273,2.643963,3.058325,2.942591,0.1721325,954.6211,0.9460878,0,0,2.046599,6.092674,0.9382069,-0.8811885,0.8337199,-0.9085989
1648.3,54.94333,-0.3316033,-0.3314128,2.644304,3.057235,2.946637,0.1728806,955.913,0.943313,0,0,2.046596,6.092668,0.9382119,-0.8811936,0.8337248,-0.908599
1648.35,54.945,-0.2335293,-0.2338081,2.644645,3.056145,2.950684,0.1736287,957.2049,0.9412546,0,0,2.046592,6.092661,0.9382169,-0.8811988,0.8337298,-0.9085991
1648.4,54.94667,0.04729575,0.04663892,2.644986,3.055056,2.954731,0.1743769,958.4968,0.9399601,0,0,2.046589,6.092654,0.9382219,-0.8812039,0.8337347,-0.9085992
1648.45,54.94833,-0.04229655,-0.04155799,2.645327,3.053966,2.958777,0.175125,959.7886,0.9393951,0,0,2.046586,6.092648,0.9382269,-0.8812091,0.8337396,-0.9085993
1648.5,54.95,-0.08391037,-0.08398343,2.645667,3.052876,2.962824,0.1758731,961.0805,0.9392027,0,0,2.046582,6.092641,0.9382319,-0.8812142,0.8337446,-0.9085994
1648.55,54.95167,0.4132548,0.4133326,2.646038,3.056831,2.963497,0.1780012,962.3717,0.9390522,0,0,2.046578,6.092634,0.9382374,-0.8812198,0.83375,-0.9085995
1648.6,54.95333,0.4324821,0.4332525,2.646409,3.060786,2.96417,0.1801292,963.6629,0.9389461,0,0,2.046575,6.092627,0.9382428,-0.8812254,0.8337553,-0.9085996
1648.65,54.955,-0.02884488,-0.02904173,2.64678,3.06474,2.964842,0.1822573,964.954,0.9388734,0,0,2.046571,6.09262,0.9382483,-0.881231,0.8337607,-0.9085998
1648.7,54.95667,0.001292059,0.002335715,2.64715,3.068695,2.965515,0.1843853,966.2452,0.9388392,0,0,2.046567,6.092613,0.9382537,-0.8812366,0.8337661,-0.9085999
1648.75,54.95833,0.008742633,0.007996831,2.647521,3.07265,2.966188,0.1865134,967.5364,0.9388273,0,0,2.046564,6.092606,0.9382591,-0.8812422,0.8337715,-0.9086
1648.8,54.96,-0.330397,-0.3307696,2.647892,3.076605,2.96686,0.1886415,968.8275,0.9388263,0,0,2.04656,6.092599,0.9382646,-0.8812477,0.8337768,-0.9086001
1648.85,54.96167,-0.4036247,-0.4040294,2.648263,3.08056,2.967533,0.1907695,970.1187,0.9388265,0,0,2.046556,6.092591,0.93827,-0.8812533,0.8337822,-0.9086002
1648.9,54.96333,-0.1005539,-0.1001148,2.648633,3.084515,2.968206,0.1928976,971.4099,0.9388267,0,0,2.046552,6.092584,0.9382755,-0.8812589,0.8337876,-0.9086003
1648.95,54.965,-0.09419152,-0.09318812,2.649004,3.088469,2.968878,0.1950256,972.701,0.9388271,0,0,2.046549,6.092577,0.9382809,-0.8812645,0.8337929,-0.9086004
1649,54.96667,-0.2172724,-0.2167196,2.649375,3.092424,2.969551,0.1971537,973.9922,0.9388274,0,0,2.046545,6.09257,0.9382863,-0.8812701,0.8337983,-0.9086005
1649.05,54.96833,0.2635985,0.2641874,2.649732,3.091205,2.979074,0.1981893,975.2819,0.9388277,0,0,2.046541,6.092563,0.9382916,-0.8812755,0.8338035,-0.9086007
1649.1,54.97,0.2576201,0.257298,2.65009,3.089986,2.988596,0.1992249,976.5716,0.9388279,0,0,2.046538,6.092556,0.9382968,-0.8812808,0.8338086,-0.9086008
1649.15,54.97167,-0.19128,-0.1912013,2.650447,3.088767,2.998119,0.2002605,977.8613,0.9388243,0,0,2.046534,6.092549,0.9383021,-0.8812862,0.8338138,-0.9086009
1649.2,54.97333,0.1408757,0.1409828,2.650805,3.087548,3.007641,0.2012961,979.151,0.9388048,0,0,2.046531,6.092543,0.9383073,-0.8812916,0.833819,-0.908601
1649.25,54.975,0.03649016,0.03640842,2.651163,3.086328,3.017164,0.2023317,980.4406,0.9387563,0,0,2.046527,6.092536,0.9383126,-0.881297,0.8338242,-0.9086011
1649.3,54.97667,-0.4935879,-0.4935765,2.65152,3.085109,3.026686,0.2033673,981.7303,0.9386659,0,0,2.046523,6.092529,0.9383178,-0.8813023,0.8338293,-0.9086012
1649.35,54.97833,0.0291272,0.02882122,2.651878,3.08389,3.036209,0.2044029,983.02,0.93852,0,0,2.04652,6.092522,0.938323,-0.8813077,0.8338345,-0.9086013
1649.4,54.98,0.3317548,0.3313174,2.652235,3.082671,3.045731,0.2054385,984.3097,0.9383357,0,0,2.046516,6.092515,0.9383283,-0.8813131,0.8338397,-0.9086014
1649.45,54.98167,-0.1339228,-0.1342646,2.652593,3.081452,3.055254,0.2064741,985.5994,0.9381411,0,0,2.046513,6.092508,0.9383335,-0.8813185,0.8338448,-0.9086015
1649.5,54.98333,0.2139846,0.2143865,2.65295,3.080233,3.064776,0.2075097,986.8891,0.9379507,0,0,2.046509,6.092502,0.9383387,-0.8813238,0.83385,-0.9086016
1649.55,54.985,0.5747421,0.574187,2.653331,3.083322,3.056863,0.209267,988.1769,0.9377996,0,0,2.046505,6.092494,0.9383443,-0.8813295,0.8338555,-0.9086018
1649.6,54.98667,-0.07682796,-0.07659092,2.653711,3.086411,3.04895,0.2110242,989.4646,0.9377278,0,0,2.046502,6.092487,0.9383499,-0.8813352,0.833861,-0.9086019
1649.65,54.98833,-0.263171,-0.2625708,2.654091,3.0895,3.041036,0.2127815,990.7524,0.9377511,0,0,2.046498,6.09248,0.9383554,-0.8813409,0.8338665,-0.908602
1649.7,54.99,0.09085267,0.09091727,2.654471,3.092589,3.033123,0.2145387,992.0402,0.9378471,0,0,2.046494,6.092472,0.938361,-0.8813467,0.8338719,-0.9086021
1649.75,54.99167,-0.2561619,-0.2565268,2.654851,3.095678,3.025209,0.216296,993.328,0.9379731,0,0,2.04649,6.092465,0.9383665,-0.8813524,0.8338774,-0.9086022
1649.8,54.99333,-0.4784598,-0.4787845,2.655232,3.098767,3.017296,0.2180532,994.6158,0.9380728,0,0,2.046486,6.092458,0.9383721,-0.8813581,0.8338829,-0.9086023
1649.85,54.995,0.09198837,0.09304254,2.655612,3.101857,3.009382,0.2198104,995.9036,0.9381881,0,0,2.046483,6.092451,0.9383776,-0.8813638,0.8338884,-0.9086024
1649.9,54.99667,0.2165482,0.2169133,2.655992,3.104946,3.001469,0.2215677,997.1914,0.9382978,0,0,2.046479,6.092443,0.9383832,-0.8813695,0.8338939,-0.9086026
1649.95,54.99833,-0.04967223,-0.04896303,2.656372,3.108035,2.993555,0.2233249,998.4791,0.9383842,0,0,2.046475,6.092436,0.9383887,-0.8813752,0.8338993,-0.9086027
1650,55,0.2804143,0.2798485,2.656753,3.111124,2.985642,0.2250822,999.7669,0.9382199,0,0,2.046471,6.092429,0.9383943,-0.8813809,0.8339048,-0.9086028
1650.05,55.00167,0.3973368,0.3969675,2.657054,3.102038,2.984334,0.2248397,1001.052,0.9372141,0,0,2.046468,6.092423,0.9383987,-0.8813854,0.8339092,-0.9086029
1650.1,55.00333,-0.1070199,-0.1077317,2.657356,3.092953,2.983026,0.2245972,1002.337,0.934858,0,0,2.046465,6.092417,0.9384031,-0.8813899,0.8339135,-0.908603
1650.15,55.005,-0.1756279,-0.1747206,2.657658,3.083867,2.981718,0.2243547,1003.621,0.9310211,0,0,2.046462,6.092411,0.9384075,-0.8813944,0.8339179,-0.9086031
1650.2,55.00667,0.004509582,0.004431937,2.657959,3.074781,2.98041,0.2241122,1004.906,0.9263264,0,0,2.046459,6.092406,0.9384119,-0.8813989,0.8339222,-0.9086032
1650.25,55.00833,-0.2846543,-0.2850774,2.658261,3.065695,2.979102,0.2238697,1006.191,0.9214535,0,0,2.046456,6.0924,0.9384163,-0.8814035,0.8339265,-0.9086032
1650.3,55.01,-0.3227636,-0.3235616,2.658563,3.05661,2.977794,0.2236272,1007.476,0.9177369,0,0,2.046453,6.092394,0.9384207,-0.881408,0.8339309,-0.9086033
1650.35,55.01167,0.1073175,0.1070517,2.658864,3.047524,2.976486,0.2233847,1008.761,0.9154441,0,0,2.04645,6.092388,0.9384251,-0.8814125,0.8339352,-0.9086034
1650.4,55.01333,0.1467473,0.1469341,2.659166,3.038438,2.975179,0.2231422,1010.046,0.9145181,0,0,2.046447,6.092383,0.9384295,-0.881417,0.8339396,-0.9086035
1650.45,55.015,0.0319571,0.03168977,2.659468,3.029353,2.973871,0.2228998,1011.33,0.9144418,0,0,2.046444,6.092377,0.9384339,-0.8814215,0.8339439,-0.9086036
1650.5,55.01667,0.2843531,0.284876,2.659769,3.020267,2.972563,0.2226573,1012.615,0.9140046,0,0,2.046441,6.092371,0.9384383,-0.881426,0.8339482,-0.9086037
1650.55,55.01833,0.2649141,0.2649628,2.660136,3.028448,2.978503,0.2202841,1013.897,0.9114833,0,0,2.046437,6.092364,0.9384436,-0.8814315,0.8339535,-0.9086038
1650.6,55.02,-0.1110272,-0.1109834,2.660503,3.036628,2.984443,0.217911,1015.179,0.9045313,0,0,2.046434,6.092357,0.938449,-0.881437,0.8339588,-0.9086039
1650.65,55.02167,-0.1285947,-0.1281582,2.66087,3.044809,2.990383,0.2155379,1016.461,0.8917262,0,0,2.04643,6.09235,0.9384543,-0.8814425,0.8339641,-0.908604
1650.7,55.02333,-0.05975046,-0.05969169,2.661238,3.05299,2.996323,0.2131647,1017.743,0.8709513,0,0,2.046426,6.092343,0.9384597,-0.881448,0.8339693,-0.9086042
1650.75,55.025,-0.2785364,-0.2786165,2.661605,3.061171,3.002263,0.2107916,1019.025,0.8401482,0,0,2.046423,6.092336,0.938465,-0.8814535,0.8339746,-0.9086043
1650.8,55.02667,-0.2154906,-0.2145493,2.661972,3.069351,3.008203,0.2084185,1020.307,0.7959949,0,0,2.046419,6.092329,0.9384704,-0.8814589,0.8339799,-0.9086044
1650.85,55.02833,0.1130754,0.1132142,2.662339,3.077532,3.014143,0.2060453,1021.589,0.7371786,0,0,2.046416,6.092322,0.9384757,-0.8814644,0.8339852,-0.9086045
1650.9,55.03,0.1177866,0.1173396,2.662706,3.085713,3.020083,0.2036722,1022.871,0.6657754,0,0,2.046412,6.092315,0.9384811,-0.8814699,0.8339904,-0.9086046
1650.95,55.03167,0.08502244,0.08502385,2.663073,3.093893,3.026024,0.2012991,1024.153,0.5836973,0,0,2.046408,6.092308,0.9384864,-0.8814754,0.8339957,-0.9086047
1651,55.03333,0.2642449,0.2648848,2.66344,3.102074,3.031964,0.198926,1025.435,0.4947875,0,0,2.046405,6.092301,0.9384917,-0.8814809,0.834001,-0.9086048
1651.05,55.035,0.167534,0.1673029,2.663785,3.099811,3.037326,0.1994258,1026.713,0.4053488,0,0,2.046401,6.092295,0.9384967,-0.881486,0.8340059,-0.9086049
1651.1,55.03667,-0.1126759,-0.1125159,2.66413,3.097547,3.042688,0.1999256,1027.991,0.3099655,0,0,2.046398,6.092288,0.9385018,-0.8814912,0.8340109,-0.908605
1651.15,55.03833,-0.1091986,-0.1088509,2.664476,3.095284,3.04805,0.2004254,1029.269,0.2215769,0,0,2.046394,6.092282,0.9385068,-0.8814963,0.8340158,-0.9086051
1651.2,55.04,-0.1013826,-0.101784,2.664821,3.09302,3.053412,0.2009252,1030.547,0.149198,0,0,2.046391,6.092275,0.9385118,-0.8815015,0.8340208,-0.9086052
1651.25,55.04167,-0.2488832,-0.2497228,2.665166,3.090757,3.058774,0.2014251,1031.825,0.09012919,0,0,2.046387,6.092268,0.9385168,-0.8815066,0.8340257,-0.9086053
1651.3,55.04333,-0.1320282,-0.1315678,2.665511,3.088493,3.064136,0.2019249,1033.103,0.06337337,0,0,2.046384,6.092262,0.9385218,-0.8815118,0.8340307,-0.9086054
1651.35,55.045,0.1262405,0.1272481,2.665856,3.08623,3.069499,0.2024247,1034.381,0.0616242,0,0,2.046381,6.092255,0.9385268,-0.8815169,0.8340356,-0.9086055
1651.4,55.04667,0.1273831,0.1278962,2.666202,3.083966,3.074861,0.2029245,1035.659,0.06162532,0,0,2.046377,6.092249,0.9385318,-0.8815221,0.8340406,-0.9086057
1651.45,55.04833,0.1279144,0.1278262,2.666547,3.081703,3.080223,0.2034243,1036.937,0.06162625,0,0,2.046374,6.092242,0.9385369,-0.8815272,0.8340455,-0.9086058
1651.5,55.05,0.2434275,0.2442006,2.666892,3.079439,3.085585,0.2039241,1038.216,0.06162699,0,0,2.04637,6.092236,0.9385419,-0.8815323,0.8340504,-0.9086059
1651.55,55.05167,0.1124004,0.1126522,2.667198,3.075026,3.079128,0.2029441,1039.489,0.06162759,0,0,2.046367,6.09223,0.9385463,-0.8815369,0.8340548,-0.908606
1651.6,55.05333,-0.1226799,-0.1223289,2.667504,3.070612,3.072671,0.201964,1040.763,0.06162901,0,0,2.046364,6.092224,0.9385507,-0.8815414,0.8340592,-0.908606
1651.65,55.055,-0.1188463,-0.1181088,2.667809,3.066199,3.066214,0.2009839,1042.036,0.06162818,0,0,2.046361,6.092218,0.9385552,-0.881546,0.8340636,-0.9086061
1651.7,55.05667,-0.1432958,-0.14307,2.668115,3.061785,3.059757,0.2000038,1043.31,0.06162826,0,0,2.046358,6.092212,0.9385596,-0.8815505,0.8340679,-0.9086062
1651.75,55.05833,-0.249158,-0.2500137,2.668421,3.057372,3.0533,0.1990237,1044.583,0.06162889,0,0,2.046355,6.092207,0.938564,-0.8815551,0.8340723,-0.9086063
1651.8,55.06,-0.08427777,-0.08383235,2.668727,3.052959,3.046843,0.1980437,1045.857,0.06162917,0,0,2.046352,6.092201,0.9385685,-0.8815596,0.8340767,-0.9086064
1651.85,55.06167,0.1126419,0.1127879,2.669032,3.048545,3.040386,0.1970636,1047.13,0.06162874,0,0,2.046349,6.092195,0.9385729,-0.8815642,0.8340811,-0.9086065
1651.9,55.06333,0.09440598,0.09416498,2.669338,3.044132,3.033929,0.1960835,1048.404,0.06162803,0,0,2.046346,6.092189,0.9385773,-0.8815687,0.8340854,-0.9086066
1651.95,55.065,0.1582283,0.1580504,2.669644,3.039718,3.027472,0.1951034,1049.677,0.06162623,0,0,2.046343,6.092183,0.9385818,-0.8815733,0.8340898,-0.9086067
1652,55.06667,0.2234107,0.2248184,2.669949,3.035305,3.021015,0.1941233,1050.951,0.06162502,0,0,2.04634,6.092178,0.9385862,-0.8815778,0.8340942,-0.9086068
1652.05,55.06833,0.04508809,0.04565576,2.670261,3.036254,3.025829,0.1953382,1052.219,0.06162146,0,0,2.046337,6.092172,0.9385907,-0.8815825,0.8340986,-0.9086069
1652.1,55.07,-0.1094846,-0.1087462,2.670572,3.037203,3.030643,0.1965531,1053.488,0.06162203,0,0,2.046334,6.092166,0.9385952,-0.8815871,0.8341031,-0.908607
1652.15,55.07167,-0.1048519,-0.1047809,2.670883,3.038153,3.035457,0.197768,1054.756,0.06161826,0,0,2.046331,6.09216,0.9385997,-0.8815917,0.8341075,-0.9086071
1652.2,55.07333,-0.1856734,-0.185726,2.671194,3.039102,3.040271,0.1989829,1056.025,0.06161446,0,0,2.046328,6.092154,0.9386042,-0.8815963,0.8341119,-0.9086072
1652.25,55.075,-0.2322896,-0.2317986,2.671505,3.040051,3.045085,0.2001978,1057.293,0.06161315,0,0,2.046325,6.092148,0.9386087,-0.881601,0.8341164,-0.9086072
1652.3,55.07667,-0.03959096,-0.03968351,2.671816,3.041,3.049899,0.2014127,1058.562,0.06160835,0,0,2.046322,6.092142,0.9386132,-0.8816056,0.8341208,-0.9086073
1652.35,55.07833,0.1176671,0.1165324,2.672127,3.04195,3.054713,0.2026276,1059.83,0.06160443,0,0,2.046318,6.092136,0.9386177,-0.8816102,0.8341253,-0.9086074
1652.4,55.08,0.1188095,0.1187247,2.672438,3.042899,3.059527,0.2038425,1061.099,0.0616027,0,0,2.046315,6.09213,0.9386222,-0.8816148,0.8341297,-0.9086075
1652.45,55.08167,0.1843092,0.1845016,2.672749,3.043848,3.064341,0.2050574,1062.367,0.06160062,0,0,2.046312,6.092125,0.9386267,-0.8816194,0.8341341,-0.9086076
1652.5,55.08333,0.201939,0.2015603,2.67306,3.044798,3.069156,0.2062723,1063.636,0.06159858,0,0,2.046309,6.092119,0.9386312,-0.881624,0.8341386,-0.9086077
1652.55,55.085,0.01713705,0.01689634,2.673398,3.048351,3.078677,0.2060692,1064.899,0.0615956,0,0,2.046306,6.092112,0.9386361,-0.8816291,0.8341434,-0.9086078
1652.6,55.08667,-0.1094045,-0.109437,2.673736,3.051904,3.088199,0.205866,1066.162,0.06159206,0,0,2.046303,6.092106,0.938641,-0.8816341,0.8341482,-0.9086079
1652.65,55.08833,-0.1235146,-0.1241121,2.674074,3.055458,3.097721,0.2056629,1067.425,0.06158778,0,0,2.046299,6.0921,0.9386458,-0.8816391,0.834153,-0.908608
1652.7,55.09,-0.1846995,-0.1842643,2.674412,3.059011,3.107242,0.2054598,1068.688,0.06158416,0,0,2.046296,6.092093,0.9386507,-0.8816441,0.8341579,-0.9086081
1652.75,55.09167,-0.1469472,-0.146167,2.67475,3.062564,3.116764,0.2052567,1069.951,0.06157949,0,0,2.046293,6.092087,0.9386556,-0.8816491,0.8341627,-0.9086082
1652.8,55.09333,0.01984358,0.01901045,2.675088,3.066118,3.126286,0.2050535,1071.214,0.06157811,0,0,2.046289,6.09208,0.9386605,-0.8816541,0.8341675,-0.9086083
1652.85,55.095,0.1074965,0.106636,2.675426,3.069671,3.135807,0.2048504,1072.477,0.06157464,0,0,2.046286,6.092074,0.9386654,-0.8816591,0.8341723,-0.9086084
1652.9,55.09667,0.1317184,0.1316283,2.675764,3.073225,3.145329,0.2046473,1073.74,0.06157171,0,0,2.046283,6.092068,0.9386702,-0.8816641,0.8341771,-0.9086085
1652.95,55.09833,0.1734827,0.173559,2.676102,3.076778,3.154851,0.2044442,1075.004,0.0615679,0,0,2.046279,6.092061,0.9386751,-0.8816692,0.8341819,-0.9086086
1653,55.1,0.121618,0.1202513,2.67644,3.080331,3.164372,0.204241,1076.267,0.06156426,0,0,2.046276,6.092055,0.93868,-0.8816742,0.8341867,-0.9086087
1653.05,55.10167,-0.02856031,-0.02805347,2.676769,3.079608,3.159858,0.205755,1077.523,0.06156086,0,0,2.046273,6.092049,0.9386847,-0.881679,0.8341914,-0.9086088
1653.1,55.10333,-0.1073074,-0.1070189,2.677098,3.078885,3.155343,0.2072689,1078.78,0.06155804,0,0,2.046269,6.092042,0.9386895,-0.8816839,0.8341961,-0.9086089
1653.15,55.105,-0.1334788,-0.133122,2.677428,3.078161,3.150829,0.2087828,1080.037,0.06155535,0,0,2.046266,6.092036,0.9386942,-0.8816888,0.8342008,-0.908609
1653.2,55.10667,-0.1619447,-0.1615065,2.677757,3.077438,3.146314,0.2102967,1081.294,0.06155394,0,0,2.046263,6.09203,0.938699,-0.8816937,0.8342055,-0.9086091
1653.25,55.10833,-0.0974828,-0.09752015,2.678086,3.076715,3.1418,0.2118106,1082.551,0.06155283,0,0,2.04626,6.092024,0.9387037,-0.8816985,0.8342102,-0.9086092
1653.3,55.11,0.03537512,0.03501263,2.678415,3.075991,3.137285,0.2133245,1083.807,0.06155366,0,0,2.046256,6.092018,0.9387085,-0.8817034,0.8342148,-0.9086093
1653.35,55.11167,0.1050348,0.1045692,2.678744,3.075268,3.132771,0.2148384,1085.064,0.06154703,0,0,2.046253,6.092011,0.9387132,-0.8817083,0.8342195,-0.9086094
1653.4,55.11333,0.1324764,0.1333817,2.679073,3.074545,3.128256,0.2163524,1086.321,0.0613903,0,0,2.04625,6.092005,0.9387179,-0.8817131,0.8342242,-0.9086095
1653.45,55.115,0.1507712,0.150735,2.679403,3.073822,3.123742,0.2178663,1087.578,0.06076034,0,0,2.046247,6.091999,0.9387227,-0.881718,0.8342289,-0.9086096
1653.5,55.11667,0.07864086,0.07883926,2.679732,3.073098,3.119227,0.2193802,1088.835,0.05935856,0,0,2.046244,6.091993,0.9387274,-0.8817229,0.8342335,-0.9086097
1653.55,55.11833,-0.04113722,-0.0418039,2.680099,3.077978,3.126575,0.2163037,1090.085,0.05705432,0,0,2.04624,6.091986,0.9387327,-0.8817283,0.8342388,-0.9086098
1653.6,55.12,-0.1054531,-0.1061474,2.680466,3.082859,3.133922,0.2132272,1091.335,0.05375406,0,0,2.046236,6.091979,0.938738,-0.8817337,0.834244,-0.9086099
1653.65,55.12167,-0.1318804,-0.132189,2.680833,3.087739,3.14127,0.2101506,1092.585,0.04959285,0,0,2.046233,6.091972,0.9387433,-0.8817391,0.8342492,-0.90861
1653.7,55.12333,-0.1364093,-0.1367343,2.6812,3.092619,3.148618,0.2070741,1093.835,0.04427125,0,0,2.046229,6.091965,0.9387485,-0.8817446,0.8342544,-0.9086102
