t,hour,acc,acc_true,T_deck,T_air,wind,turbulence,traffic_rate,exc_rms,damage,regime,f1,f2,a1,a2,a3,a4
663.85,22.12833,-0.001543168,-0.002178974,9.765288,9.350641,3.012926,0.1233686,62.50983,0.001496518,0,0,2.001408,6.002817,1.006325,-0.953477,0.9010341,-0.910013
663.9,22.13,-0.002593186,-0.002644779,9.764913,9.339022,3.015435,0.1219944,62.47469,0.001499406,0,0,2.001411,6.002821,1.006321,-0.9534733,0.9010307,-0.9100129
663.95,22.13167,-0.005882898,-0.005038198,9.764538,9.327403,3.017943,0.1206201,62.43955,0.001509647,0,0,2.001413,6.002826,1.006318,-0.9534696,0.9010273,-0.9100128
664,22.13333,0.002720256,0.002056333,9.764163,9.315784,3.020451,0.1192458,62.40442,0.00150286,0,0,2.001415,6.00283,1.006315,-0.953466,0.901024,-0.9100127
664.05,22.135,0.002619516,0.00320289,9.76376,9.312155,3.025149,0.1192944,62.3703,0.001534731,0,0,2.001417,6.002835,1.006311,-0.953462,0.9010203,-0.9100127
664.1,22.13667,0.001280969,0.001680722,9.763358,9.308527,3.029847,0.1193429,62.33618,0.001555597,0,0,2.00142,6.00284,1.006307,-0.953458,0.9010167,-0.9100126
664.15,22.13833,0.006248401,0.005605751,9.762956,9.304899,3.034546,0.1193914,62.30207,0.001569116,0,0,2.001422,6.002845,1.006304,-0.9534541,0.9010131,-0.9100125
664.2,22.14,0.004437914,0.004587708,9.762554,9.301271,3.039244,0.1194399,62.26795,0.001577335,0,0,2.001425,6.002849,1.0063,-0.9534501,0.9010095,-0.9100124
664.25,22.14167,0.0001925622,4.511377e-07,9.762152,9.297642,3.043942,0.1194884,62.23383,0.001596044,0,0,2.001427,6.002854,1.006296,-0.9534461,0.9010059,-0.9100124
664.3,22.14333,-0.00214144,-0.002454189,9.761749,9.294014,3.04864,0.1195369,62.19971,0.001610593,0,0,2.00143,6.002859,1.006293,-0.9534422,0.9010022,-0.9100123
664.35,22.145,-0.004417735,-0.004212185,9.761347,9.290386,3.053338,0.1195854,62.16559,0.001592695,0,0,2.001432,6.002864,1.006289,-0.9534382,0.9009986,-0.9100122
664.4,22.14667,-0.005310415,-0.006066511,9.760945,9.286757,3.058036,0.1196339,62.13147,0.001594378,0,0,2.001434,6.002869,1.006285,-0.9534343,0.900995,-0.9100121
664.45,22.14833,-0.003588973,-0.003706538,9.760543,9.283129,3.062734,0.1196825,62.09736,0.001588898,0,0,2.001437,6.002874,1.006282,-0.9534303,0.9009914,-0.9100121
664.5,22.15,0.0007423157,0.0007921576,9.760141,9.279501,3.067432,0.119731,62.06324,0.00158681,0,0,2.001439,6.002878,1.006278,-0.9534263,0.9009878,-0.910012
664.55,22.15167,9.633078e-05,0.0008148116,9.759784,9.284649,3.071132,0.1188979,62.03011,0.00158964,0,0,2.001441,6.002883,1.006275,-0.9534228,0.9009846,-0.9100119
664.6,22.15333,0.002181886,0.003321019,9.759428,9.289798,3.074833,0.1180648,61.99698,0.001595994,0,0,2.001443,6.002887,1.006271,-0.9534193,0.9009814,-0.9100118
664.65,22.155,0.007988371,0.007159221,9.759072,9.294947,3.078533,0.1172317,61.96385,0.001590338,0,0,2.001446,6.002891,1.006268,-0.9534158,0.9009782,-0.9100118
664.7,22.15667,0.003075224,0.002643302,9.758716,9.300096,3.082234,0.1163986,61.93072,0.001584641,0,0,2.001448,6.002895,1.006265,-0.9534123,0.900975,-0.9100117
664.75,22.15833,0.0003036038,-3.65449e-05,9.75836,9.305244,3.085934,0.1155655,61.89759,0.001583379,0,0,2.00145,6.0029,1.006262,-0.9534088,0.9009717,-0.9100116
664.8,22.16,0.003652753,0.00283158,9.758004,9.310393,3.089635,0.1147324,61.86446,0.001589387,0,0,2.001452,6.002904,1.006259,-0.9534053,0.9009685,-0.9100116
664.85,22.16167,-0.003568276,-0.003667454,9.757648,9.315542,3.093335,0.1138993,61.83133,0.0015881,0,0,2.001454,6.002908,1.006255,-0.9534018,0.9009653,-0.9100115
664.9,22.16333,-0.009461257,-0.009073606,9.757291,9.32069,3.097036,0.1130662,61.79821,0.001583185,0,0,2.001456,6.002913,1.006252,-0.9533983,0.9009621,-0.9100114
664.95,22.165,-0.0009678908,-0.0009653735,9.756935,9.325839,3.100736,0.1122331,61.76508,0.001573516,0,0,2.001458,6.002917,1.006249,-0.9533948,0.9009589,-0.9100114
665,22.16667,-0.0001548201,-0.0005189641,9.756579,9.330988,3.104436,0.1114,61.73195,0.001571286,0,0,2.001461,6.002921,1.006246,-0.9533913,0.9009557,-0.9100113
665.05,22.16833,-0.003585097,-0.004170887,9.756153,9.322254,3.105937,0.1105189,61.69978,0.001562071,0,0,2.001463,6.002926,1.006242,-0.9533871,0.9009519,-0.9100112
665.1,22.17,0.004899072,0.005087882,9.755728,9.313521,3.107437,0.1096379,61.66761,0.001563139,0,0,2.001466,6.002931,1.006238,-0.9533829,0.9009481,-0.9100111
665.15,22.17167,0.00717219,0.006698449,9.755302,9.304787,3.108938,0.1087568,61.63544,0.001563061,0,0,2.001468,6.002936,1.006234,-0.9533787,0.9009442,-0.9100111
665.2,22.17333,-0.0005842682,-0.0006071759,9.754876,9.296054,3.110438,0.1078757,61.60327,0.00156647,0,0,2.001471,6.002942,1.00623,-0.9533745,0.9009404,-0.910011
665.25,22.175,0.003266004,0.003360466,9.754451,9.28732,3.111938,0.1069946,61.57111,0.001564339,0,0,2.001473,6.002947,1.006226,-0.9533703,0.9009366,-0.9100109
665.3,22.17667,0.004379579,0.004051227,9.754025,9.278586,3.113439,0.1061135,61.53894,0.001549211,0,0,2.001476,6.002952,1.006222,-0.9533661,0.9009327,-0.9100108
665.35,22.17833,-0.006385063,-0.006196068,9.753599,9.269853,3.114939,0.1052324,61.50677,0.001544219,0,0,2.001478,6.002957,1.006218,-0.9533619,0.9009289,-0.9100107
665.4,22.18,-0.006587388,-0.006891779,9.753174,9.261119,3.116439,0.1043513,61.4746,0.001544248,0,0,2.001481,6.002962,1.006215,-0.9533577,0.9009251,-0.9100107
665.45,22.18167,-0.0008893424,-0.0002232886,9.752748,9.252386,3.11794,0.1034702,61.44243,0.001560966,0,0,2.001484,6.002967,1.006211,-0.9533535,0.9009212,-0.9100106
665.5,22.18333,-0.003937126,-0.002709775,9.752322,9.243652,3.11944,0.1025891,61.41027,0.001566609,0,0,2.001486,6.002972,1.006207,-0.9533493,0.9009174,-0.9100105
665.55,22.185,-0.002399775,-0.003039572,9.751961,9.250932,3.122846,0.1032837,61.37903,0.001580099,0,0,2.001488,6.002977,1.006204,-0.9533458,0.9009142,-0.9100104
665.6,22.18667,0.006496657,0.006519257,9.751599,9.258212,3.126253,0.1039783,61.3478,0.001584646,0,0,2.00149,6.002981,1.0062,-0.9533422,0.9009109,-0.9100104
665.65,22.18833,0.00609667,0.005850347,9.751237,9.265493,3.129659,0.1046729,61.31656,0.001581845,0,0,2.001493,6.002985,1.006197,-0.9533387,0.9009076,-0.9100103
665.7,22.19,0.000525786,0.000236853,9.750876,9.272773,3.133066,0.1053675,61.28533,0.001606903,0,0,2.001495,6.00299,1.006194,-0.9533351,0.9009044,-0.9100102
665.75,22.19167,0.00262017,0.003420349,9.750514,9.280053,3.136472,0.1060621,61.25409,0.001577361,0,0,2.001497,6.002994,1.00619,-0.9533315,0.9009011,-0.9100102
665.8,22.19333,0.00160315,0.001379679,9.750152,9.287333,3.139879,0.1067567,61.22286,0.001575661,0,0,2.001499,6.002998,1.006187,-0.953328,0.9008979,-0.9100101
665.85,22.195,-0.005642026,-0.005118845,9.74979,9.294614,3.143285,0.1074513,61.19162,0.001581805,0,0,2.001501,6.003003,1.006184,-0.9533244,0.9008946,-0.91001
665.9,22.19667,-0.00414885,-0.004049596,9.749429,9.301894,3.146691,0.1081459,61.16039,0.001575804,0,0,2.001503,6.003007,1.00618,-0.9533209,0.9008914,-0.91001
665.95,22.19833,-0.0005795909,-0.001388152,9.749067,9.309174,3.150098,0.1088405,61.12915,0.001571242,0,0,2.001506,6.003011,1.006177,-0.9533173,0.9008881,-0.9100099
666,22.2,-0.003162141,-0.004584208,9.748705,9.316454,3.153504,0.1095351,61.09792,0.001563023,0,0,2.001508,6.003016,1.006174,-0.9533137,0.9008849,-0.9100098
666.05,22.20167,-0.003083546,-0.00213893,9.748364,9.318532,3.160515,0.1086667,61.06759,0.00153829,0,0,2.00151,6.00302,1.006171,-0.9533104,0.9008818,-0.9100098
666.1,22.20333,0.007030392,0.007184152,9.748022,9.320609,3.167527,0.1077983,61.03727,0.00150919,0,0,2.001512,6.003024,1.006168,-0.953307,0.9008787,-0.9100097
666.15,22.205,0.00522948,0.004601074,9.747681,9.322687,3.174538,0.1069299,61.00694,0.001505576,0,0,2.001514,6.003028,1.006165,-0.9533036,0.9008756,-0.9100096
666.2,22.20667,-0.0005889174,-9.668663e-05,9.747339,9.324764,3.181549,0.1060615,60.97661,0.00150268,0,0,2.001516,6.003032,1.006161,-0.9533003,0.9008726,-0.9100096
666.25,22.20833,0.004759627,0.005829061,9.746998,9.326842,3.18856,0.1051931,60.94628,0.001499962,0,0,2.001518,6.003036,1.006158,-0.9532969,0.9008695,-0.9100095
666.3,22.21,0.002232612,0.002385816,9.746657,9.328919,3.195571,0.1043247,60.91596,0.001503451,0,0,2.00152,6.00304,1.006155,-0.9532936,0.9008664,-0.9100094
666.35,22.21167,-0.007746099,-0.008352985,9.746315,9.330997,3.202582,0.1034563,60.88563,0.001504705,0,0,2.001522,6.003044,1.006152,-0.9532902,0.9008634,-0.9100094
666.4,22.21333,-0.003989098,-0.004476338,9.745974,9.333074,3.209593,0.102588,60.8553,0.001530845,0,0,2.001524,6.003048,1.006149,-0.9532868,0.9008603,-0.9100093
666.45,22.215,7.383925e-05,0.0002238966,9.745632,9.335152,3.216604,0.1017196,60.82497,0.001559002,0,0,2.001526,6.003052,1.006146,-0.9532835,0.9008572,-0.9100092
666.5,22.21667,-0.006075339,-0.005847223,9.745291,9.337229,3.223615,0.1008512,60.79465,0.001596314,0,0,2.001528,6.003057,1.006143,-0.9532801,0.9008541,-0.9100092
666.55,22.21833,-0.002301805,-0.001928067,9.744932,9.334858,3.22082,0.1015889,60.7652,0.00161446,0,0,2.00153,6.003061,1.00614,-0.9532766,0.9008509,-0.9100091
666.6,22.22,0.009417685,0.008790239,9.744574,9.332487,3.218025,0.1023267,60.73575,0.001609101,0,0,2.001533,6.003065,1.006136,-0.953273,0.9008477,-0.910009
666.65,22.22167,0.004896622,0.004996979,9.744216,9.330116,3.215229,0.1030644,60.70631,0.001603804,0,0,2.001535,6.003069,1.006133,-0.9532695,0.9008445,-0.910009
666.7,22.22333,-0.001122405,-0.001050508,9.743857,9.327745,3.212434,0.1038022,60.67686,0.001608514,0,0,2.001537,6.003074,1.00613,-0.953266,0.9008412,-0.9100089
666.75,22.225,0.005398369,0.004492893,9.743499,9.325373,3.209639,0.10454,60.64742,0.001635445,0,0,2.001539,6.003078,1.006127,-0.9532625,0.900838,-0.9100088
666.8,22.22667,0.001504149,0.00174345,9.743141,9.323002,3.206843,0.1052777,60.61797,0.001637296,0,0,2.001541,6.003082,1.006123,-0.9532589,0.9008348,-0.9100088
666.85,22.22833,-0.008425743,-0.008206545,9.742782,9.320631,3.204048,0.1060155,60.58852,0.001639092,0,0,2.001543,6.003087,1.00612,-0.9532554,0.9008316,-0.9100087
666.9,22.23,-0.003245594,-0.002934641,9.742424,9.31826,3.201252,0.1067532,60.55908,0.00165338,0,0,2.001545,6.003091,1.006117,-0.9532519,0.9008283,-0.9100086
666.95,22.23167,0.0002341553,0.0006277367,9.742066,9.315889,3.198457,0.107491,60.52963,0.001667046,0,0,2.001548,6.003095,1.006113,-0.9532483,0.9008251,-0.9100086
667,22.23333,-0.004731068,-0.004160651,9.741707,9.313517,3.195662,0.1082288,60.50018,0.001688278,0,0,2.00155,6.0031,1.00611,-0.9532448,0.9008219,-0.9100085
667.05,22.235,0.0006241852,0.0005808811,9.741337,9.3117,3.189036,0.1082975,60.47159,0.001701786,0,0,2.001552,6.003104,1.006107,-0.9532412,0.9008186,-0.9100084
667.1,22.23667,0.004195143,0.005047957,9.740967,9.309882,3.18241,0.1083663,60.443,0.001702815,0,0,2.001554,6.003108,1.006103,-0.9532375,0.9008152,-0.9100084
667.15,22.23833,0.001468029,0.001068957,9.740596,9.308065,3.175784,0.1084351,60.41441,0.001709976,0,0,2.001556,6.003113,1.0061,-0.9532339,0.9008119,-0.9100083
667.2,22.24,-0.000507959,-0.0004118944,9.740226,9.306248,3.169158,0.1085039,60.38582,0.001711233,0,0,2.001559,6.003117,1.006097,-0.9532302,0.9008086,-0.9100082
667.25,22.24167,0.005539961,0.005431479,9.739855,9.30443,3.162532,0.1085727,60.35723,0.001705407,0,0,2.001561,6.003122,1.006093,-0.9532266,0.9008052,-0.9100082
667.3,22.24333,0.0006691144,0.0005276653,9.739485,9.302613,3.155906,0.1086414,60.32864,0.00171514,0,0,2.001563,6.003126,1.00609,-0.9532229,0.9008019,-0.9100081
667.35,22.245,-0.00765079,-0.007799948,9.739114,9.300795,3.14928,0.1087102,60.30005,0.00171396,0,0,2.001565,6.003131,1.006087,-0.9532193,0.9007986,-0.910008
667.4,22.24667,0.0009597608,0.001079985,9.738744,9.298978,3.142654,0.108779,60.27146,0.001717302,0,0,2.001568,6.003135,1.006083,-0.9532156,0.9007952,-0.9100079
667.45,22.24833,0.0007290732,0.0002672427,9.738374,9.29716,3.136028,0.1088478,60.24287,0.00171468,0,0,2.00157,6.00314,1.00608,-0.953212,0.9007919,-0.9100079
667.5,22.25,-0.005648779,-0.005461977,9.738003,9.295343,3.129402,0.1089165,60.21428,0.001711861,0,0,2.001572,6.003144,1.006077,-0.9532083,0.9007886,-0.9100078
667.55,22.25167,0.002642435,0.00247491,9.737672,9.299665,3.13766,0.1095676,60.18652,0.001702339,0,0,2.001574,6.003148,1.006074,-0.9532051,0.9007856,-0.9100077
667.6,22.25333,0.004288766,0.004620529,9.73734,9.303988,3.145919,0.1102187,60.15876,0.001674888,0,0,2.001576,6.003152,1.00607,-0.9532018,0.9007826,-0.9100077
667.65,22.255,-0.0002397117,-5.672489e-05,9.737009,9.30831,3.154178,0.1108698,60.13101,0.001671301,0,0,2.001578,6.003156,1.006067,-0.9531985,0.9007796,-0.9100076
667.7,22.25667,-0.001280298,-0.001683171,9.736677,9.312633,3.162436,0.1115209,60.10325,0.001654771,0,0,2.00158,6.00316,1.006064,-0.9531953,0.9007766,-0.9100076
667.75,22.25833,0.003499132,0.003374682,9.736346,9.316955,3.170695,0.112172,60.07549,0.001652903,0,0,2.001582,6.003164,1.006061,-0.953192,0.9007736,-0.9100075
667.8,22.26,0.0003631336,0.0007091486,9.736014,9.321278,3.178954,0.1128231,60.04773,0.001670483,0,0,2.001584,6.003168,1.006058,-0.9531888,0.9007707,-0.9100074
667.85,22.26167,-0.00633187,-0.00683475,9.735683,9.3256,3.187212,0.1134742,60.01997,0.001695947,0,0,2.001586,6.003172,1.006055,-0.9531855,0.9007677,-0.9100074
667.9,22.26333,0.0005870108,0.0002029194,9.735351,9.329923,3.195471,0.1141253,59.99221,0.001700437,0,0,2.001588,6.003176,1.006052,-0.9531822,0.9007647,-0.9100073
667.95,22.265,0.001621861,0.002251405,9.73502,9.334245,3.20373,0.1147764,59.96445,0.001726406,0,0,2.00159,6.00318,1.006049,-0.953179,0.9007617,-0.9100072
668,22.26667,-0.00309992,-0.003286118,9.734688,9.338568,3.211988,0.1154275,59.93669,0.001769049,0,0,2.001592,6.003184,1.006046,-0.9531757,0.9007587,-0.9100072
668.05,22.26833,-8.820733e-05,0.0007464425,9.734277,9.328602,3.205326,0.1167715,59.90974,0.001806324,0,0,2.001594,6.003189,1.006043,-0.9531716,0.900755,-0.9100071
668.1,22.27,0.00511826,0.005373677,9.733866,9.318636,3.198663,0.1181155,59.88279,0.001794232,0,0,2.001597,6.003194,1.006039,-0.9531676,0.9007513,-0.910007
668.15,22.27167,0.002786976,0.002416158,9.733454,9.30867,3.192001,0.1194595,59.85584,0.001816167,0,0,2.001599,6.003199,1.006035,-0.9531635,0.9007476,-0.9100069
668.2,22.27333,-0.002620844,-0.002304864,9.733043,9.298705,3.185339,0.1208036,59.82889,0.00182891,0,0,2.001602,6.003204,1.006031,-0.9531595,0.9007439,-0.9100069
668.25,22.275,-0.00165182,-0.001022442,9.732631,9.288739,3.178676,0.1221476,59.80194,0.001861006,0,0,2.001604,6.003208,1.006028,-0.9531554,0.9007402,-0.9100068
668.3,22.27667,0.003190811,0.001841943,9.73222,9.278773,3.172014,0.1234916,59.77498,0.001889316,0,0,2.001607,6.003213,1.006024,-0.9531514,0.9007365,-0.9100067
668.35,22.27833,-0.002822708,-0.002505481,9.731808,9.268807,3.165351,0.1248356,59.74803,0.001923827,0,0,2.001609,6.003218,1.00602,-0.9531473,0.9007328,-0.9100066
668.4,22.28,-0.003661678,-0.00324789,9.731397,9.258841,3.158689,0.1261796,59.72108,0.001998035,0,0,2.001612,6.003223,1.006016,-0.9531433,0.9007291,-0.9100066
668.45,22.28167,0.001916166,0.002644786,9.730986,9.248876,3.152026,0.1275237,59.69413,0.002052526,0,0,2.001614,6.003228,1.006013,-0.9531392,0.9007254,-0.9100065
668.5,22.28333,-0.001122191,-0.0008468159,9.730574,9.23891,3.145364,0.1288677,59.66718,0.002080025,0,0,2.001617,6.003233,1.006009,-0.9531352,0.9007217,-0.9100064
668.55,22.285,-0.003256445,-0.003344132,9.730266,9.250896,3.148404,0.1305108,59.64101,0.002109336,0,0,2.001618,6.003237,1.006006,-0.9531321,0.9007189,-0.9100063
668.6,22.28667,0.002320186,0.002287649,9.729957,9.262883,3.151445,0.132154,59.61484,0.002173377,0,0,2.00162,6.003241,1.006003,-0.9531291,0.9007161,-0.9100063
668.65,22.28833,0.002460629,0.00282932,9.729648,9.274869,3.154485,0.1337971,59.58868,0.002197669,0,0,2.001622,6.003244,1.006001,-0.9531261,0.9007134,-0.9100062
668.7,22.29,0.0008233318,0.001434683,9.72934,9.286855,3.157525,0.1354402,59.56251,0.002211717,0,0,2.001624,6.003248,1.005998,-0.953123,0.9007106,-0.9100062
668.75,22.29167,-0.0007802796,-0.0005240609,9.729031,9.298842,3.160566,0.1370834,59.53634,0.002220006,0,0,2.001626,6.003252,1.005995,-0.95312,0.9007078,-0.9100061
668.8,22.29333,-0.000621195,-0.0009597593,9.728723,9.310828,3.163606,0.1387265,59.51017,0.002217061,0,0,2.001628,6.003255,1.005992,-0.953117,0.900705,-0.9100061
668.85,22.295,0.0002037054,0.0007938171,9.728414,9.322814,3.166646,0.1403697,59.48401,0.002217759,0,0,2.00163,6.003259,1.005989,-0.9531139,0.9007023,-0.910006
668.9,22.29667,-0.002457182,-0.002274659,9.728106,9.3348,3.169687,0.1420128,59.45784,0.002218569,0,0,2.001631,6.003263,1.005986,-0.9531109,0.9006995,-0.9100059
668.95,22.29833,-0.001418794,-0.0015732,9.727797,9.346787,3.172727,0.1436559,59.43167,0.002221692,0,0,2.001633,6.003266,1.005984,-0.9531078,0.9006967,-0.9100059
669,22.3,0.001018345,0.0003569452,9.727489,9.358773,3.175768,0.1452991,59.4055,0.002228425,0,0,2.001635,6.00327,1.005981,-0.9531048,0.9006939,-0.9100058
669.05,22.30167,-0.001675884,-0.002303178,9.727132,9.35269,3.191306,0.1458209,59.3801,0.002236051,0,0,2.001637,6.003274,1.005978,-0.9531013,0.9006907,-0.9100058
669.1,22.30333,0.0003789221,0.0007218721,9.726776,9.346606,3.206844,0.1463427,59.35469,0.002260624,0,0,2.001639,6.003279,1.005974,-0.9530978,0.9006875,-0.9100057
669.15,22.305,0.001638689,0.00237906,9.726419,9.340522,3.222382,0.1468645,59.32928,0.002290382,0,0,2.001642,6.003283,1.005971,-0.9530943,0.9006843,-0.9100056
669.2,22.30667,-0.0002642369,1.921796e-05,9.726063,9.334439,3.23792,0.1473863,59.30388,0.002292553,0,0,2.001644,6.003287,1.005968,-0.9530908,0.9006811,-0.9100056
669.25,22.30833,0.002329316,0.002801683,9.725706,9.328355,3.253459,0.1479082,59.27847,0.002311899,0,0,2.001646,6.003292,1.005965,-0.9530873,0.9006779,-0.9100055
669.3,22.31,0.003342868,0.002722054,9.72535,9.322272,3.268997,0.14843,59.25306,0.002320997,0,0,2.001648,6.003296,1.005961,-0.9530837,0.9006747,-0.9100054
669.35,22.31167,-0.003121541,-0.002545877,9.724993,9.316188,3.284535,0.1489518,59.22766,0.00232769,0,0,2.00165,6.0033,1.005958,-0.9530802,0.9006715,-0.9100053
669.4,22.31333,-0.003078142,-0.002810876,9.724637,9.310105,3.300073,0.1494736,59.20225,0.002343982,0,0,2.001652,6.003304,1.005955,-0.9530767,0.9006683,-0.9100053
669.45,22.315,0.0007477111,0.0006445462,9.72428,9.304021,3.315611,0.1499954,59.17685,0.002335213,0,0,2.001654,6.003309,1.005952,-0.9530732,0.9006651,-0.9100052
669.5,22.31667,-0.001589123,-0.001235345,9.723924,9.297938,3.33115,0.1505172,59.15144,0.002334176,0,0,2.001656,6.003313,1.005948,-0.9530697,0.9006619,-0.9100051
669.55,22.31833,-0.003555624,-0.003631747,9.723523,9.292189,3.33399,0.1513413,59.12677,0.002328627,0,0,2.001659,6.003318,1.005945,-0.9530658,0.9006582,-0.9100051
669.6,22.32,0.002497596,0.003156185,9.723121,9.286441,3.33683,0.1521654,59.10211,0.002341372,0,0,2.001661,6.003323,1.005941,-0.9530618,0.9006546,-0.910005
669.65,22.32167,0.003053219,0.003342521,9.72272,9.280693,3.33967,0.1529895,59.07744,0.002354078,0,0,2.001664,6.003327,1.005937,-0.9530578,0.900651,-0.9100049
669.7,22.32333,-0.004561285,-0.004945275,9.722319,9.274945,3.34251,0.1538136,59.05277,0.002373866,0,0,2.001666,6.003332,1.005934,-0.9530539,0.9006474,-0.9100048
669.75,22.325,0.001854228,0.002272542,9.721918,9.269196,3.34535,0.1546377,59.0281,0.002428595,0,0,2.001669,6.003337,1.00593,-0.9530499,0.9006438,-0.9100048
669.8,22.32667,0.006973338,0.0062754,9.721517,9.263448,3.34819,0.1554618,59.00344,0.002443713,0,0,2.001671,6.003342,1.005927,-0.953046,0.9006402,-0.9100047
669.85,22.32833,-0.002974354,-0.002443822,9.721115,9.2577,3.35103,0.1562859,58.97877,0.00244465,0,0,2.001673,6.003347,1.005923,-0.953042,0.9006366,-0.9100046
669.9,22.33,0.0006540489,0.001361454,9.720714,9.251952,3.35387,0.15711,58.9541,0.002447979,0,0,2.001676,6.003351,1.005919,-0.9530381,0.900633,-0.9100045
669.95,22.33167,0.003975205,0.004170663,9.720313,9.246203,3.35671,0.1579341,58.92943,0.002457018,0,0,2.001678,6.003356,1.005916,-0.9530341,0.9006294,-0.9100045
670,22.33333,-0.005981728,-0.005689302,9.719912,9.240455,3.35955,0.1587582,58.90477,0.002459185,0,0,2.001681,6.003361,1.005912,-0.9530302,0.9006257,-0.9100044
670.05,22.335,-0.008146206,-0.007259797,9.71957,9.247263,3.362982,0.1599621,58.88082,0.002456703,0,0,2.001683,6.003365,1.005909,-0.9530268,0.9006227,-0.9100043
670.1,22.33667,0.000947793,0.001186755,9.719229,9.25407,3.366414,0.161166,58.85687,0.002454009,0,0,2.001685,6.003369,1.005906,-0.9530235,0.9006196,-0.9100043
670.15,22.33833,0.0002437189,-0.0001272818,9.718888,9.260878,3.369846,0.16237,58.83292,0.002451666,0,0,2.001687,6.003373,1.005903,-0.9530201,0.9006165,-0.9100042
670.2,22.34,-0.00319511,-0.003269159,9.718546,9.267686,3.373279,0.1635739,58.80897,0.002448287,0,0,2.001689,6.003377,1.005899,-0.9530167,0.9006135,-0.9100041
670.25,22.34167,0.004705258,0.005229553,9.718205,9.274493,3.376711,0.1647778,58.78502,0.002451204,0,0,2.001691,6.003382,1.005896,-0.9530134,0.9006104,-0.9100041
670.3,22.34333,0.006223598,0.006628109,9.717863,9.281301,3.380143,0.1659817,58.76107,0.002450197,0,0,2.001693,6.003386,1.005893,-0.95301,0.9006073,-0.910004
670.35,22.345,0.0004534849,-0.0003467585,9.717522,9.288109,3.383575,0.1671856,58.73712,0.002448314,0,0,2.001695,6.00339,1.00589,-0.9530067,0.9006042,-0.9100039
670.4,22.34667,0.0001854113,-0.0003438886,9.717181,9.294916,3.387008,0.1683896,58.71317,0.002430445,0,0,2.001697,6.003394,1.005887,-0.9530033,0.9006012,-0.9100039
670.45,22.34833,0.0001998117,8.956423e-05,9.716839,9.301724,3.39044,0.1695935,58.68922,0.002423117,0,0,2.001699,6.003398,1.005884,-0.9529999,0.9005981,-0.9100038
670.5,22.35,-0.001968042,-0.002283182,9.716498,9.308532,3.393872,0.1707974,58.66527,0.00239287,0,0,2.001701,6.003402,1.005881,-0.9529966,0.900595,-0.9100037
670.55,22.35167,-0.003247773,-0.003092988,9.716193,9.312583,3.410546,0.1714096,58.64202,0.002394509,0,0,2.001703,6.003406,1.005878,-0.9529936,0.9005923,-0.9100037
670.6,22.35333,-0.003278148,-0.004088167,9.715888,9.316634,3.427221,0.1720218,58.61876,0.002395499,0,0,2.001705,6.003409,1.005875,-0.9529906,0.9005895,-0.9100036
670.65,22.355,-0.00135783,-0.0008956213,9.715583,9.320686,3.443895,0.1726339,58.59551,0.002397487,0,0,2.001707,6.003413,1.005873,-0.9529876,0.9005868,-0.9100036
670.7,22.35667,0.001241502,0.0011448,9.715278,9.324737,3.460569,0.1732461,58.57226,0.002425359,0,0,2.001708,6.003417,1.00587,-0.9529846,0.900584,-0.9100035
670.75,22.35833,-0.000393752,-0.001073798,9.714973,9.328789,3.477243,0.1738583,58.549,0.002421961,0,0,2.00171,6.00342,1.005867,-0.9529816,0.9005813,-0.9100035
670.8,22.36,0.003939497,0.002772392,9.714668,9.33284,3.493918,0.1744705,58.52575,0.002439259,0,0,2.001712,6.003424,1.005864,-0.9529786,0.9005786,-0.9100034
670.85,22.36167,0.005915986,0.005388168,9.714363,9.336892,3.510592,0.1750826,58.5025,0.00245426,0,0,2.001714,6.003428,1.005861,-0.9529756,0.9005758,-0.9100033
670.9,22.36333,0.001181548,0.0007587111,9.714058,9.340943,3.527266,0.1756948,58.47925,0.002451655,0,0,2.001716,6.003431,1.005859,-0.9529726,0.9005731,-0.9100033
670.95,22.365,-0.001095275,-0.001964773,9.713753,9.344994,3.543941,0.176307,58.45599,0.002448991,0,0,2.001717,6.003435,1.005856,-0.9529696,0.9005703,-0.9100032
671,22.36667,0.001679205,0.0009733459,9.713448,9.349046,3.560615,0.1769192,58.43274,0.002462749,0,0,2.001719,6.003439,1.005853,-0.9529666,0.9005676,-0.9100032
671.05,22.36833,-0.001781571,-0.002365281,9.713207,9.356449,3.55572,0.1751958,58.41016,0.002471391,0,0,2.001721,6.003442,1.005851,-0.9529642,0.9005654,-0.9100031
671.1,22.37,-0.004814536,-0.005864693,9.712967,9.363853,3.550826,0.1734724,58.38758,0.002478499,0,0,2.001722,6.003444,1.005849,-0.9529618,0.9005632,-0.9100031
671.15,22.37167,0.002405886,0.002266506,9.712726,9.371256,3.545932,0.171749,58.36501,0.002478188,0,0,2.001724,6.003447,1.005847,-0.9529594,0.9005611,-0.910003
671.2,22.37333,0.001570969,0.001910915,9.712485,9.37866,3.541037,0.1700257,58.34243,0.002485405,0,0,2.001725,6.00345,1.005844,-0.9529571,0.9005589,-0.910003
671.25,22.375,-0.0003365494,-0.0001775621,9.712244,9.386063,3.536143,0.1683023,58.31985,0.002514072,0,0,2.001727,6.003453,1.005842,-0.9529547,0.9005567,-0.9100029
671.3,22.37667,0.004895843,0.005316994,9.712003,9.393467,3.531249,0.1665789,58.29728,0.00250492,0,0,2.001728,6.003456,1.00584,-0.9529523,0.9005546,-0.9100029
